dim,points,k,tau_query,time_ms,recall,status
4,500000,40,0.8,1545.1894169673324,1.9999999494757503e-05,ok
4,500000,40,0.8,1773.9188610576093,1.9999999494757503e-05,ok
6,100000,40,0.3,116.49877484887838,0.0002977499971166253,ok
6,100000,40,0.3,68.13942105509341,0.0002977499971166253,ok
6,100000,40,0.3,116.52767984196544,0.0002977499971166253,ok
6,100000,40,0.5,123.02028900012374,0.0002977499971166253,ok
6,100000,40,0.5,122.25519283674657,0.0002977499971166253,ok
6,100000,40,0.5,88.64829689264297,0.0002977499971166253,ok
6,100000,40,0.64,123.09739389456809,0.0002977499971166253,ok
6,100000,40,0.64,122.89399979636073,0.0002977499971166253,ok
6,100000,40,0.64,123.21324297226965,0.0002977499971166253,ok
6,100000,40,0.8,123.90324682928622,0.0002977499971166253,ok
6,100000,40,0.8,124.02370502240956,0.0002977499971166253,ok
6,100000,40,0.8,123.39971493929625,0.0002977499971166253,ok
6,500000,40,0.3,946.3294660672545,7.74000000092201e-05,ok
6,500000,40,0.3,947.5508239120245,7.74000000092201e-05,ok
6,500000,40,0.3,921.3925530202687,7.74000000092201e-05,ok
6,500000,40,0.5,968.3930790051818,7.74000000092201e-05,ok
6,500000,40,0.5,736.6732631344348,7.74000000092201e-05,ok
6,500000,40,0.5,964.1623839270324,7.74000000092201e-05,ok
6,500000,40,0.64,757.225331151858,7.74000000092201e-05,ok
6,500000,40,0.64,973.4445749782026,7.74000000092201e-05,ok
6,500000,40,0.64,927.4234701879323,7.74000000092201e-05,ok
6,500000,40,0.8,984.2708229552954,7.74000000092201e-05,ok
6,500000,40,0.8,978.8985198829323,7.74000000092201e-05,ok
6,500000,40,0.8,974.1253820247948,7.74000000092201e-05,ok
7,100000,40,0.3,82.21111283637583,0.00021100000594742596,ok
7,100000,40,0.3,79.97333095408976,0.00021100000594742596,ok
7,100000,40,0.3,80.11220302432775,0.00021100000594742596,ok
7,100000,40,0.5,82.34397508203983,0.00021100000594742596,ok
7,100000,40,0.5,55.14123593457043,0.00021100000594742596,ok
